Reporting Economy;Product/Sector;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Malaysia;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;23018;27982;27156;26778;21377;23703;17895;17036;15820;14211;13411;12982;16392;16882;13057;12522;15110;14154
Malaysia;SI3_AGG - MAMTOTTL - Telecommunications equipment;13416;14383;13197;13856;9612;13065;13316;12455;11899;12458;10359;9651;8444;8699;9070;8806;10655;81996
Malaysia;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;23860;25509;28144;27060;26457;30474;35072;33050;35467;39052;35431;34984;44647;58378;56824;61788;73840;23995
Malaysia;SI3_AGG - MAMTTE - Transport equipment;2217;2959;3060;3361;3363;3416;3524;3763;3496;3680;3496;3670;4061;4938;5075;4742;4275;4400
Malaysia;SI3_AGG - MAMTAU - Automotive products;714;920;1076;1136;944;1329;1407;1530;1630;1628;1513;1578;1607;1853;1979;1690;1948;2147
Malaysia;SI3_AGG - MATE - Textiles;1356;1437;1469;1549;1359;1671;2036;1786;1849;1896;1667;1671;1815;1931;1846;1630;2004;1980
Malaysia;SI3_AGG - MACL - Clothing;2478;2842;3159;3624;3126;3880;4567;4560;4581;4766;4800;4568;5078;5813;5729;9901;14538;5783
Maldives;SI3_AGG - TO - Total merchandise;162;225;228;331;169;198;346;314;331;301;240;256;318;339;361;286;285;400
Maldives;SI3_AGG - AG - Agricultural products;103;134;106;124;75;71;81;159;164;142;140;138;196;178;154;135;144;151
Maldives;SI3_AGG - AGFO - Food;103;134;106;124;75;71;81;159;164;142;140;138;196;178;154;135;144;151
Maldives;SI3_AGG - MI - Fuels and mining products;38;1;2;2;2;3;3;3;3;3;3;2;3;3;3;1;6;6
Maldives;SI3_AGG - MIFU - Fuels;37;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;SI3_AGG - MA - Manufactures;13;1;0;0;;0;0;0;0;0;1;0;0;1;0;0;1;1
Maldives;SI3_AGG - MAIS - Iron and steel;0;0;;;;;;;;;;;0;;;;0;0
Maldives;SI3_AGG - MACH - Chemicals;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;SI3_AGG - MACHPH - Pharmaceuticals;0;;;;;;;;;;;;;;;;0;0
Maldives;SI3_AGG - MAMT - Machinery and transport equipment;5;1;;0;;;0;;;0;1;0;0;1;0;0;0;1
Maldives;SI3_AGG - MAMTOF - Office and telecom equipment;0;;;;;;;;;;;0;0;0;0;0;0;0
Maldives;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;;;;;;;;;;;0;0;;;;0;0
Maldives;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;;;;;;;;;;;;;;;;0;0
Maldives;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;;;;;;;;;;;;0;0;0;0;0;0
Maldives;SI3_AGG - MAMTTE - Transport equipment;3;1;;0;;;;;;;0;;;0;0;0;0;0
Maldives;SI3_AGG - MAMTAU - Automotive products;1;;;;;;;;;;;;;;;;0;0
Maldives;SI3_AGG - MATE - Textiles;0;0;;;;;;;;;;0;0;0;0;0;0;0
Maldives;SI3_AGG - MACL - Clothing;1;;;;;;;;;;;0;0;0;0;0;0;0
Mali;SI3_AGG - TO - Total merchandise;1101;1550;1556;2097;1774;1996;2374;2610;2339;2776;2717;2826;2896;3584;3675;4794;4750;5069
Mali;SI3_AGG - AG - Agricultural products;327;344;300;339;287;279;341;543;486;578;527;554;399;743;752;530;562;572
Mali;SI3_AGG - AGFO - Food;64;89;101;135;114;110;134;156;140;166;151;278;249;260;317;245;227;194
Mali;SI3_AGG - MI - Fuels and mining products;6;10;10;32;27;31;72;41;37;44;26;12;7;51;32;70;155;67
Mali;SI3_AGG - MIFU - Fuels;6;9;7;29;24;28;56;16;14;17;10;8;0;45;27;47;61;0
Mali;SI3_AGG - MA - Manufactures;46;37;46;105;89;103;266;314;281;334;305;237;242;182;201;61;73;125
Mali;SI3_AGG - MAIS - Iron and steel;3;2;1;3;2;5;7;5;5;6;5;5;6;3;26;1;0;1
Mali;SI3_AGG - MACH - Chemicals;4;7;7;29;24;42;172;174;156;186;169;115;112;89;76;8;7;13
Mali;SI3_AGG - MACHPH - Pharmaceuticals;0;0;0;0;0;0;0;1;1;1;1;5;5;11;9;5;2;8
Mali;SI3_AGG - MAMT - Machinery and transport equipment;26;19;27;59;50;31;58;88;78;93;85;92;98;56;64;38;49;46
Mali;SI3_AGG - MAMTOF - Office and telecom equipment;2;2;2;3;2;2;2;1;1;1;1;2;1;1;3;12;13;17
Mali;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
Mali;SI3_AGG - MAMTOTTL - Telecommunications equipment;1;2;2;3;2;2;2;1;1;1;1;2;1;1;3;6;4;4
Mali;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;13
Mali;SI3_AGG - MAMTTE - Transport equipment;9;7;5;24;20;7;15;33;30;35;32;49;71;20;26;10;17;8
Mali;SI3_AGG - MAMTAU - Automotive products;7;6;5;20;17;5;10;30;27;32;29;31;13;17;16;8;3;7
Mali;SI3_AGG - MATE - Textiles;9;2;2;4;3;4;4;4;4;5;4;3;3;3;2;1;1;0
Mali;SI3_AGG - MACL - Clothing;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;1;2
Malta;SI3_AGG - TO - Total merchandise;2399;2796;3437;3481;2857;3586;4386;4250;3637;2929;2607;3186;2858;3192;3178;2837;3064;3253
Malta;SI3_AGG - AG - Agricultural products;143;165;221;242;103;184;191;243;282;280;273;299;342;419;331;334;315;418
Malta;SI3_AGG - AGFO - Food;142;163;215;238;100;180;185;237;276;274;269;293;336;415;328;331;309;412
Malta;SI3_AGG - MI - Fuels and mining products;10;23;53;524;597;868;1397;1236;698;271;359;274;499;501;438;100;250;199
Malta;SI3_AGG - MIFU - Fuels;3;12;38;508;585;851;1374;1215;683;256;345;264;489;489;430;90;224;160
Malta;SI3_AGG - MA - Manufactures;2225;2587;2781;2683;2131;2495;2754;2725;2615;2339;1949;2585;1995;2236;2368;2388;2483;2615
Malta;SI3_AGG - MAIS - Iron and steel;2;0;1;1;1;1;0;1;1;2;1;1;27;1;6;0;0;0
Malta;SI3_AGG - MACH - Chemicals;118;174;273;325;286;363;371;395;451;419;335;1032;383;426;462;529;653;532
Malta;SI3_AGG - MACHPH - Pharmaceuticals;70;130;210;254;222;283;288;329;343;336;277;980;332;354;331;423;513;399
Malta;SI3_AGG - MAMT - Machinery and transport equipment;1486;1807;1875;1709;1306;1547;1694;1685;1502;1304;1057;1040;1058;1113;1133;1063;994;1304
Malta;SI3_AGG - MAMTOF - Office and telecom equipment;1107;1377;1440;1284;961;1141;1216;1133;997;732;578;527;540;612;566;577;513;837
Malta;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;47;30;23;15;11;10;8;9;12;15;12;15;17;17;18;16;15;15
Malta;SI3_AGG - MAMTOTTL - Telecommunications equipment;38;31;52;56;37;50;39;27;20;18;15;10;7;15;12;21;15;15
Malta;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;1022;1316;1365;1212;914;1082;1168;1097;965;700;551;501;515;579;536;539;483;806
Malta;SI3_AGG - MAMTTE - Transport equipment;94;146;128;71;56;84;182;249;136;155;167;190;148;141;211;194;139;86
Malta;SI3_AGG - MAMTAU - Automotive products;63;76;101;40;8;10;10;24;22;25;54;27;13;4;2;3;7;8
Malta;SI3_AGG - MATE - Textiles;58;50;55;58;53;70;86;73;56;38;32;30;37;37;33;37;45;42
Malta;SI3_AGG - MACL - Clothing;116;79;64;44;23;15;11;18;21;22;16;9;8;17;27;25;19;19
Marshall Islands;SI3_AGG - TO - Total merchandise;25;18;18;20;21;32;50;107;65;55;52;36;40;41;55;44;90;93
Mauritania;SI3_AGG - TO - Total merchandise;625;1367;1454;1788;1364;2074;2749;2641;2463;2140;1832;1623;1989;2052;2266;2829;3267;3204
Mauritania;SI3_AGG - AG - Agricultural products;138;;175;188;237;278;434;617;464;676;619;629;852;1102;1142;823;848;1067
Mauritania;SI3_AGG - AGFO - Food;138;;175;188;237;278;434;616;464;676;618;629;851;1101;1141;823;848;1056
Mauritania;SI3_AGG - MI - Fuels and mining products;382;;1068;1229;677;1326;1758;1689;1645;1141;670;689;816;738;1099;1209;2068;1515
Mauritania;SI3_AGG - MIFU - Fuels;;;339;326;180;271;359;345;63;60;16;;;;;10;10;24
Mauritania;SI3_AGG - MA - Manufactures;0;;0;0;0;0;0;0;0;0;0;2;9;11;26;58;27;27
Mauritania;SI3_AGG - MAIS - Iron and steel;;;;;;;;;0;0;0;0;1;0;0;0;1;9
Mauritania;SI3_AGG - MACH - Chemicals;;;;;;;;;;;;2;8;10;25;33;4;4
Mauritania;SI3_AGG - MACHPH - Pharmaceuticals;;;;;;;;;;;;0;;0;0;0;0;0
Mauritania;SI3_AGG - MAMT - Machinery and transport equipment;;;;;;;;;;;;;;;;19;13;9
Mauritania;SI3_AGG - MAMTOF - Office and telecom equipment;;;;;;;;;;;;;;;;1;0;1
Mauritania;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;;;;;;;;;;;;;;;0;0;1
Mauritania;SI3_AGG - MAMTOTTL - Telecommunications equipment;;;;;;;;;;;;;;;;1;0;0
Mauritania;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;;;;;;;;;;;;;;;0
Mauritania;SI3_AGG - MAMTTE - Transport equipment;;;;;;;;;;;;;;;;5;2;1
Mauritania;SI3_AGG - MAMTAU - Automotive products;;;;;;;;;;;;;;;;1;1;0
Mauritania;SI3_AGG - MATE - Textiles;;;;;;;;;;;;0;0;0;0;0;1;0
Mauritania;SI3_AGG - MACL - Clothing;;;;;;;;;;;;0;0;0;0;0;0;0
Mauritius;SI3_AGG - TO - Total merchandise;2143;2329;2238;2384;1939;2261;2565;2649;2869;3094;2662;2359;2342;2366;2223;1789;1962;2388
Mauritius;SI3_AGG - AG - Agricultural products;583;657;650;689;619;704;776;830;934;873;765;824;847;740;704;631;610;705
Mauritius;SI3_AGG - AGFO - Food;577;646;638;674;603;685;756;815;912;850;741;800;822;719;681;612;588;683
Mauritius;SI3_AGG - MI - Fuels and mining products;12;20;19;21;12;22;26;21;16;16;16;44;41;35;37;37;54;64
Mauritius;SI3_AGG - MIFU - Fuels;2;2;3;1;0;7;3;2;1;2;6;33;33;22;18;4;0;1
Mauritius;SI3_AGG - MA - Manufactures;1400;1494;1378;1375;1133;1120;1443;1395;1382;1762;1690;1318;1191;1205;1133;871;1007;1102
Mauritius;SI3_AGG - MAIS - Iron and steel;7;7;9;16;12;10;14;11;9;8;7;2;4;1;1;2;1;2
Mauritius;SI3_AGG - MACH - Chemicals;29;27;42;64;62;66;76;77;79;100;95;93;94;96;86;80;84;106
Mauritius;SI3_AGG - MACHPH - Pharmaceuticals;5;7;15;22;21;32;30;31;29;33;35;33;34;35;32;25;35;47
Mauritius;SI3_AGG - MAMT - Machinery and transport equipment;324;380;129;132;41;54;51;82;114;380;379;173;105;81;71;63;67;74
Mauritius;SI3_AGG - MAMTOF - Office and telecom equipment;285;306;92;91;13;20;12;17;67;314;318;119;40;50;32;19;16;16
Mauritius;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;14;37;3;5;5;4;4;3;9;10;16;10;6;7;10;6;5;6
Mauritius;SI3_AGG - MAMTOTTL - Telecommunications equipment;268;266;88;85;8;16;8;14;58;304;302;110;32;41;20;12;10;8
Mauritius;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;2;2;1;1;0;1;0;0;0;0;0;0;2;2;3;2;1;2
Mauritius;SI3_AGG - MAMTTE - Transport equipment;10;49;15;9;7;7;11;10;10;24;9;23;30;12;15;13;27;18
Mauritius;SI3_AGG - MAMTAU - Automotive products;5;7;2;3;1;2;2;2;3;6;2;3;3;2;2;3;2;2
Mauritius;SI3_AGG - MATE - Textiles;75;78;88;80;68;74;114;97;113;120;108;102;111;111;130;117;135;134
Mauritius;SI3_AGG - MACL - Clothing;745;772;887;845;734;658;893;821;759;810;762;659;608;620;549;395;415;426
Mexico;SI3_AGG - TO - Total merchandise;214207;249961;271821;291265;229712;298305;349569;370770;380015;396912;380550;373948;409433;450713;460604;417171;494765;578193
Mexico;SI3_AGG - AG - Agricultural products;12557;14468;15444;17075;16559;18791;22694;22749;25092;27249;28384;29846;33704;35753;38238;39788;47255;52149
Mexico;SI3_AGG - AGFO - Food;11482;13473;14481;16019;15771;17730;21391;21338;23759;24865;26016;28202;31656;33629;36148;37813;42452;47448
Mexico;SI3_AGG - MI - Fuels and mining products;35795;44560;50019;57837;36200;49794;69296;65939;60245;50381;30006;26125;31682;40032;34752;27913;39880;49810
Mexico;SI3_AGG - MIFU - Fuels;31886;38636;42597;50165;30501;41071;55701;52164;48680;41325;22418;18035;22549;29600;24512;16023;27542;37540
Mexico;SI3_AGG - MA - Manufactures;165001;189129;194936;212100;171568;222333;247112;269489;285247;304581;307846;302625;329094;358293;368436;330262;378686;444222
Mexico;SI3_AGG - MAIS - Iron and steel;3764;4189;4689;6057;2991;4535;5432;4727;5389;4384;2977;2729;3523;4288;3674;3209;5409;6383
Mexico;SI3_AGG - MACH - Chemicals;7877;8832;10077;11397;10075;11853;14187;15397;15591;14480;13426;12638;13175;14020;13598;13341;15520;18361
Mexico;SI3_AGG - MACHPH - Pharmaceuticals;1403;1341;1476;1475;1433;1604;1930;2069;1931;1800;1961;1583;1328;1538;1450;1379;1805;2190
Mexico;SI3_AGG - MAMT - Machinery and transport equipment;114022;135168;139442;153497;123966;165810;183787;201566;212565;230142;234185;229387;251701;276126;286272;253432;286612;337822
Mexico;SI3_AGG - MAMTOF - Office and telecom equipment;38044;46586;46986;56348;49285;60432;59790;63439;62982;64549;62968;61389;66720;69676;69747;67570;73470;82535
Mexico;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;11624;12283;11467;10341;10521;15950;18690;21069;19746;23063;20990;22715;25224;31238;34830;34296;37949;46333
Mexico;SI3_AGG - MAMTOTTL - Telecommunications equipment;24186;32145;34193;44182;37005;42345;38469;39544;40298;38591;38710;35430;38664;35670;32069;29739;30632;34963
Mexico;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;2233;2158;1326;1825;1758;2138;2631;2826;2938;2895;3268;3244;2833;2768;2848;3535;4889;1239
Mexico;SI3_AGG - MAMTTE - Transport equipment;39636;47615;50632;51887;39730;60883;74898;83685;92191;102128;106625;101967;117843;130661;140143;115245;129248;141091
Mexico;SI3_AGG - MAMTAU - Automotive products;35424;42630;44777;45985;36155;55633;67691;75458;83388;91203;95763;94850;108052;121781;127857;106456;117669;128996
Mexico;SI3_AGG - MATE - Textiles;2138;2192;2205;1993;1611;1928;2140;2236;2446;2399;2428;2369;2535;2664;2732;2858;3289;3545
Mexico;SI3_AGG - MACL - Clothing;7306;6323;5122;4911;4113;4363;4638;4449;4530;4609;4465;4260;4087;4233;4247;3557;4663;5560
Micronesia, Federated States of;SI3_AGG - TO - Total merchandise;19;18;22;27;25;30;73;52;35;32;40;49;46;47;49;52;71;69
Micronesia, Federated States of;SI3_AGG - AG - Agricultural products;13;9;16;21;;;37;45;27;;;;;;;;;
Micronesia, Federated States of;SI3_AGG - AGFO - Food;13;9;16;21;;;36;45;27;;;;;;;;;
Micronesia, Federated States of;SI3_AGG - MI - Fuels and mining products;0;0;0;0;;;0;0;0;;;;;;;;;
Micronesia, Federated States of;SI3_AGG - MA - Manufactures;0;0;0;0;;;0;0;0;;;;;;;;;
Micronesia, Federated States of;SI3_AGG - MACL - Clothing;0;;;;;;;;0;;;;;;;;;
Middle East;SI3_AGG - TO - Total merchandise;541236;659499;766746;1034184;722545;905269;1264779;1362237;1352739;1260091;892141;820487;939325;1173314;1076052;813584;1161929;1585541
Moldova, Republic of;SI3_AGG - TO - Total merchandise;1091;1052;1342;1591;1283;1541;2217;2162;2428;2340;1967;2045;2425;2706;2779;2467;3144;4335
Moldova, Republic of;SI3_AGG - AG - Agricultural products;642;471;518;604;609;742;936;895;1031;1081;924;938;1116;1151;1196;1048;1411;1901
Moldova, Republic of;SI3_AGG - AGFO - Food;581;462;504;593;603;729;914;875;1012;1061;906;926;1105;1139;1186;1039;1399;1888
Moldova, Republic of;SI3_AGG - MI - Fuels and mining products;26;38;80;83;22;51;109;66;99;56;38;27;47;48;37;52;112;670
Moldova, Republic of;SI3_AGG - MIFU - Fuels;2;2;5;3;5;8;24;16;27;16;10;7;18;18;10;14;16;592
Moldova, Republic of;SI3_AGG - MA - Manufactures;423;543;743;894;651;748;1167;1199;1297;1201;1005;1079;1261;1506;1545;1367;1620;1757
Moldova, Republic of;SI3_AGG - MAIS - Iron and steel;17;31;31;57;2;4;9;10;9;5;2;3;3;4;3;1;13;10
Moldova, Republic of;SI3_AGG - MACH - Chemicals;19;23;31;41;63;79;124;157;181;176;131;113;128;130;145;127;152;146
Moldova, Republic of;SI3_AGG - MACHPH - Pharmaceuticals;5;10;15;17;45;61;77;94;113;125;76;49;63;72;98;57;86;46
Moldova, Republic of;SI3_AGG - MAMT - Machinery and transport equipment;62;68;109;177;154;193;328;339;361;337;314;325;431;586;649;549;635;692
Moldova, Republic of;SI3_AGG - MAMTOF - Office and telecom equipment;3;4;5;3;7;12;14;6;4;5;5;6;7;6;7;8;10;15
Moldova, Republic of;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;3;2;8
Moldova, Republic of;SI3_AGG - MAMTOTTL - Telecommunications equipment;2;3;3;1;2;6;11;4;3;3;4;3;4;4;4;2;2;3
Moldova, Republic of;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;0;0;0;3;5;3;0;0;0;0;1;2;1;1;3;6;4
Moldova, Republic of;SI3_AGG - MAMTTE - Transport equipment;13;14;16;16;14;21;49;66;48;28;17;27;41;21;27;30;63;100
Moldova, Republic of;SI3_AGG - MAMTAU - Automotive products;8;10;12;8;4;9;36;42;34;12;9;22;21;18;19;23;58;90
Moldova, Republic of;SI3_AGG - MATE - Textiles;23;28;37;49;33;38;78;92;79;64;53;75;80;71;62;62;81;93
Moldova, Republic of;SI3_AGG - MACL - Clothing;171;200;238;267;227;233;280;254;260;278;229;244;278;309;277;241;276;296
Mongolia;SI3_AGG - TO - Total merchandise;1065;1543;1889;2539;1903;2899;4818;4385;4269;5775;4669;4916;6201;7012;7620;7576;9241;12540
Mongolia;SI3_AGG - AG - Agricultural products;114;198;235;252;151;149;200;135;308;362;352;369;449;575;545;367;504;641
Mongolia;SI3_AGG - AGFO - Food;13;30;31;31;45;35;48;18;35;41;66;82;144;202;161;123;161;165
Mongolia;SI3_AGG - MI - Fuels and mining products;464;914;1325;1615;1525;2438;4209;3979;3512;4834;3746;3560;5029;6156;6448;5318;7618;10647
Mongolia;SI3_AGG - MIFU - Fuels;40;70;170;399;172;313;540;2152;1650;1496;950;1317;2649;3210;3485;2281;3057;6766
Mongolia;SI3_AGG - MA - Manufactures;155;160;92;57;52;59;85;71;139;172;151;229;127;135;209;103;114;166
Mongolia;SI3_AGG - MAIS - Iron and steel;7;3;2;0;4;0;0;0;1;0;0;1;1;0;0;0;1;0
Mongolia;SI3_AGG - MACH - Chemicals;1;2;3;15;4;4;6;6;2;2;2;3;3;1;3;1;1;3
Mongolia;SI3_AGG - MACHPH - Pharmaceuticals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mongolia;SI3_AGG - MAMT - Machinery and transport equipment;8;17;18;26;8;5;9;9;67;94;71;138;39;51;113;35;43;79
Mongolia;SI3_AGG - MAMTOF - Office and telecom equipment;0;1;1;1;2;1;1;4;9;4;4;1;1;2;1;1;1;3
Mongolia;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;2
Mongolia;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;1;1;1;1;0;1;1;5;1;1;1;1;1;0;0;0;1
Mongolia;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;0;0;0;0;0;0;2;4;3;3;0;0;0;0;0;0;0
Mongolia;SI3_AGG - MAMTTE - Transport equipment;5;8;10;27;3;2;5;1;25;39;18;84;19;28;85;20;29;57
Mongolia;SI3_AGG - MAMTAU - Automotive products;4;7;4;0;0;0;0;0;3;6;11;41;4;3;36;3;2;6
Mongolia;SI3_AGG - MATE - Textiles;3;4;4;4;4;5;4;3;5;6;7;8;6;7;6;5;4;4
Mongolia;SI3_AGG - MACL - Clothing;103;88;22;11;21;29;38;31;24;25;27;36;40;45;59;43;44;47
Montenegro;SI3_AGG - TO - Total merchandise;;556;626;617;388;437;628;469;498;441;352;361;421;472;465;419;515;742
Montenegro;SI3_AGG - AG - Agricultural products;;74;80;84;79;89;106;103;107;159;97;92;89;89;94;91;114;114
Montenegro;SI3_AGG - AGFO - Food;;46;51;61;57;61;72;73;74;121;60;56;54;55;56;56;70;66
Montenegro;SI3_AGG - MI - Fuels and mining products;;342;383;308;183;248;396;272;296;205;163;171;211;242;228;188;264;447
Montenegro;SI3_AGG - MIFU - Fuels;;5;11;19;12;44;87;65;143;64;52;57;52;97;99;68;96;221
Montenegro;SI3_AGG - MA - Manufactures;;138;153;216;122;97;110;91;86;73;88;91;119;134;137;128;135;172
Montenegro;SI3_AGG - MAIS - Iron and steel;;76;95;142;46;26;38;21;16;6;23;16;20;22;21;15;8;7
Montenegro;SI3_AGG - MACH - Chemicals;;13;13;16;17;17;17;15;12;17;14;19;20;35;32;35;35;44
Montenegro;SI3_AGG - MACHPH - Pharmaceuticals;;11;10;12;13;12;11;12;8;7;7;11;13;25;25;28;27;35
Montenegro;SI3_AGG - MAMT - Machinery and transport equipment;;28;21;34;39;36;33;33;34;30;33;34;47;42;45;43;55;70
Montenegro;SI3_AGG - MAMTOF - Office and telecom equipment;;1;1;2;2;1;2;2;2;3;2;3;4;4;5;5;8;5
Montenegro;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;2
Montenegro;SI3_AGG - MAMTOTTL - Telecommunications equipment;;1;1;1;1;1;1;2;1;2;1;2;1;1;3;4;5;4
Montenegro;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;2;0
Montenegro;SI3_AGG - MAMTTE - Transport equipment;;11;6;13;8;14;8;9;10;7;10;11;24;16;18;16;13;27
Montenegro;SI3_AGG - MAMTAU - Automotive products;;4;2;3;3;5;5;4;5;4;4;8;5;10;12;13;10;17
Montenegro;SI3_AGG - MATE - Textiles;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
Montenegro;SI3_AGG - MACL - Clothing;;1;1;1;2;2;1;1;1;2;1;1;1;2;2;2;3;4
Montserrat;SI3_AGG - TO - Total merchandise;1;1;3;4;3;1;2;2;6;3;3;4;6;5;6;6;8;7
Montserrat;SI3_AGG - AG - Agricultural products;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - AGFO - Food;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MI - Fuels and mining products;0;1;2;1;1;1;1;1;1;2;2;3;4;4;5;5;8;6
Montserrat;SI3_AGG - MIFU - Fuels;0;0;;0;;;;0;0;0;0;0;0;0;0;0;1;0
Montserrat;SI3_AGG - MA - Manufactures;1;0;1;2;2;0;1;1;5;1;0;1;2;1;1;1;1;0
Montserrat;SI3_AGG - MAIS - Iron and steel;;0;;;;;;0;1;0;0;0;0;0;;;;0
Montserrat;SI3_AGG - MACH - Chemicals;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MACHPH - Pharmaceuticals;;;;0;;;;0;;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MAMT - Machinery and transport equipment;1;0;0;1;1;0;1;0;3;1;0;1;1;1;0;1;1;0
Montserrat;SI3_AGG - MAMTOF - Office and telecom equipment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;;;;;0;;0;0;0;0;;0;0;0;0
Montserrat;SI3_AGG - MAMTTE - Transport equipment;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MAMTAU - Automotive products;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MATE - Textiles;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0
Montserrat;SI3_AGG - MACL - Clothing;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0
Morocco;SI3_AGG - TO - Total merchandise;11190;12744;15340;20345;14054;17771;21654;21446;21972;23920;22334;22661;25272;28609;29132;27159;35843;41481
Morocco;SI3_AGG - AG - Agricultural products;2575;2629;3009;3744;3451;3652;3990;3928;4334;4696;4747;4939;5534;5974;6394;6439;7403;8022
Morocco;SI3_AGG - AGFO - Food;2370;2414;2790;3542;3232;3347;3751;3692;4143;4485;4535;4725;5275;5703;6104;6159;7101;7723
Morocco;SI3_AGG - MI - Fuels and mining products;1542;1637;2068;3988;1681;2642;3791;3822;3582;3073;2254;1643;2013;2089;2040;1643;2377;2819
Morocco;SI3_AGG - MIFU - Fuels;565;471;557;850;504;588;940;1235;1585;1206;431;190;232;294;443;133;240;375
Morocco;SI3_AGG - MA - Manufactures;7048;8244;9516;12550;8896;11266;13812;13617;14021;15945;15238;15963;17663;20508;20635;19031;26023;30612
Morocco;SI3_AGG - MAIS - Iron and steel;141;188;207;189;92;111;192;175;125;65;57;79;122;120;75;69;156;92
Morocco;SI3_AGG - MACH - Chemicals;1450;1674;2154;4707;1955;3477;4736;4353;3665;3944;3830;3592;4043;5066;4743;4960;8336;10445
